date,close,open,high,low,rate
20230127,3.51 ,3.51 ,3.57 ,3.50 ,0.00 
20230126,3.51 ,3.44 ,3.52 ,3.44 ,0.02 
20230125,3.45 ,3.45 ,3.49 ,3.42 ,(0.00)
20230124,3.46 ,3.51 ,3.56 ,3.45 ,(0.02)
20230123,3.52 ,3.49 ,3.55 ,3.46 ,0.01 
20230120,3.48 ,3.40 ,3.50 ,3.39 ,0.02 
20230119,3.40 ,3.38 ,3.43 ,3.32 ,0.01 
20230118,3.37 ,3.55 ,3.56 ,3.37 ,(0.05)
20230117,3.55 ,3.53 ,3.59 ,3.50 ,0.01 
20230116,3.53 ,3.52 ,3.53 ,3.52 ,0.01 
20230113,3.50 ,3.45 ,3.51 ,3.42 ,0.02 
20230112,3.44 ,3.55 ,3.59 ,3.42 ,(0.03)
20230111,3.54 ,3.61 ,3.61 ,3.53 ,(0.02)
20230110,3.62 ,3.53 ,3.64 ,3.52 ,0.03 
20230109,3.53 ,3.58 ,3.61 ,3.51 ,(0.01)
20230106,3.56 ,3.73 ,3.76 ,3.55 ,(0.04)
20230105,3.72 ,3.70 ,3.78 ,3.68 ,0.01 
20230104,3.69 ,3.76 ,3.76 ,3.66 ,(0.02)
20230103,3.75 ,3.85 ,3.85 ,3.72 ,(0.03)
20230102,3.88 ,3.88 ,3.88 ,3.88 ,0.00 
20221230,3.88 ,3.83 ,3.91 ,3.82 ,0.02 
20221229,3.82 ,3.87 ,3.89 ,3.82 ,(0.02)
20221228,3.89 ,3.85 ,3.89 ,3.81 ,0.01 
20221227,3.85 ,3.75 ,3.86 ,3.73 ,0.03 
20221226,3.74 ,3.75 ,3.75 ,3.74 ,(0.00)
20221223,3.75 ,3.68 ,3.75 ,3.68 ,0.02 
20221222,3.69 ,3.67 ,3.69 ,3.63 ,0.00 
20221221,3.67 ,3.71 ,3.72 ,3.62 ,(0.01)
20221220,3.69 ,3.60 ,3.71 ,3.58 ,0.03 
20221219,3.59 ,3.51 ,3.60 ,3.50 ,0.03 
20221216,3.49 ,3.46 ,3.56 ,3.46 ,0.01 
20221215,3.45 ,3.50 ,3.52 ,3.43 ,(0.01)
20221214,3.48 ,3.50 ,3.56 ,3.46 ,(0.01)
20221213,3.50 ,3.61 ,3.63 ,3.42 ,(0.03)
20221212,3.62 ,3.59 ,3.63 ,3.52 ,0.01 
20221209,3.59 ,3.49 ,3.60 ,3.45 ,0.03 
20221208,3.49 ,3.44 ,3.51 ,3.44 ,0.02 
20221207,3.42 ,3.54 ,3.56 ,3.40 ,(0.03)
20221206,3.53 ,3.59 ,3.61 ,3.51 ,(0.01)
20221205,3.58 ,3.52 ,3.61 ,3.50 ,0.03 
20221202,3.49 ,3.51 ,3.64 ,3.47 ,(0.01)
20221201,3.51 ,3.62 ,3.64 ,3.51 ,(0.03)
20221130,3.61 ,3.75 ,3.80 ,3.60 ,(0.04)
20221129,3.75 ,3.69 ,3.76 ,3.65 ,0.02 
20221128,3.68 ,3.69 ,3.72 ,3.62 ,(0.00)
20221125,3.69 ,3.66 ,3.76 ,3.65 ,0.01 
20221124,3.66 ,3.66 ,3.66 ,3.66 ,(0.01)
20221123,3.69 ,3.83 ,3.80 ,3.69 ,(0.02)
20221122,3.76 ,3.83 ,3.83 ,3.75 ,(0.02)
20221121,3.84 ,3.82 ,3.84 ,3.76 ,0.00 
20221118,3.83 ,3.79 ,3.83 ,3.75 ,0.02 
20221117,3.77 ,3.69 ,3.81 ,3.68 ,0.02 
20221116,3.69 ,3.78 ,3.84 ,3.67 ,(0.02)
20221115,3.78 ,3.87 ,3.88 ,3.76 ,(0.02)
20221114,3.86 ,3.90 ,3.91 ,3.85 ,0.01 
20221110,3.81 ,4.09 ,4.12 ,3.81 ,(0.07)
20221109,4.10 ,4.13 ,4.18 ,4.06 ,(0.01)
20221108,4.13 ,4.22 ,4.24 ,4.12 ,(0.02)
20221107,4.22 ,4.16 ,4.23 ,4.12 ,0.01 
20221104,4.16 ,4.16 ,4.21 ,4.10 ,0.00 
20221103,4.15 ,4.12 ,4.22 ,4.09 ,0.01 
20221102,4.10 ,4.05 ,4.12 ,3.97 ,0.01 
20221101,4.05 ,4.06 ,4.08 ,3.92 ,(0.00)
20221031,4.05 ,4.02 ,4.11 ,4.02 ,0.01 
20221028,4.01 ,3.93 ,4.05 ,3.91 ,0.02 
20221027,3.93 ,4.01 ,4.09 ,3.90 ,(0.02)
20221026,4.01 ,4.09 ,4.11 ,3.99 ,(0.02)
20221025,4.10 ,4.23 ,4.23 ,4.05 ,(0.03)
20221024,4.25 ,4.21 ,4.29 ,4.13 ,0.01 
20221021,4.22 ,4.23 ,4.34 ,4.20 ,(0.00)
20221020,4.23 ,4.14 ,4.24 ,4.10 ,0.02 
20221019,4.14 ,4.01 ,4.14 ,4.01 ,0.03 
20221018,4.01 ,4.00 ,4.07 ,3.96 ,(0.00)
20221017,4.01 ,4.00 ,4.03 ,3.91 ,(0.00)
20221014,4.02 ,3.96 ,4.03 ,3.85 ,0.02 
20221013,3.95 ,3.91 ,4.08 ,3.84 ,0.01 
20221012,3.90 ,3.95 ,3.98 ,3.88 ,(0.01)
20221011,3.95 ,3.96 ,4.01 ,3.87 ,(0.00)
20221010,3.96 ,3.95 ,3.96 ,3.95 ,0.02 
20221007,3.89 ,3.82 ,3.91 ,3.82 ,0.02 
20221006,3.83 ,3.75 ,3.85 ,3.73 ,0.02 
20221005,3.76 ,3.63 ,3.79 ,3.62 ,0.03 
20221004,3.64 ,3.62 ,3.66 ,3.56 ,(0.00)
20221003,3.64 ,3.81 ,3.82 ,3.57 ,(0.05)
20220930,3.83 ,3.78 ,3.84 ,3.68 ,0.01 
20220929,3.78 ,3.75 ,3.87 ,3.72 ,0.01 
20220928,3.74 ,3.95 ,4.02 ,3.70 ,(0.05)
20220927,3.95 ,3.91 ,3.99 ,3.80 ,0.01 
20220926,3.93 ,3.73 ,3.93 ,3.71 ,0.07 
20220923,3.69 ,3.71 ,3.83 ,3.66 ,(0.01)
20220922,3.71 ,3.55 ,3.72 ,3.51 ,0.05 
20220921,3.53 ,3.56 ,3.64 ,3.50 ,(0.01)
20220920,3.57 ,3.49 ,3.60 ,3.47 ,0.02 
20220919,3.49 ,3.45 ,3.52 ,3.45 ,0.01 
20220916,3.46 ,3.45 ,3.49 ,3.42 ,0.00 
20220915,3.45 ,3.40 ,3.47 ,3.40 ,0.01 
20220914,3.40 ,3.42 ,3.48 ,3.38 ,(0.00)
20220913,3.41 ,3.35 ,3.46 ,3.29 ,0.02 
20220912,3.36 ,3.32 ,3.38 ,3.26 ,0.01 
20220909,3.32 ,3.32 ,3.33 ,3.25 ,(0.00)
20220908,3.32 ,3.27 ,3.33 ,3.20 ,0.02 
20220907,3.27 ,3.34 ,3.37 ,3.25 ,(0.03)
20220906,3.35 ,3.22 ,3.36 ,3.21 ,0.04 
20220905,3.22 ,3.23 ,3.23 ,3.22 ,0.01 
20220902,3.20 ,3.27 ,3.29 ,3.17 ,(0.02)
20220901,3.26 ,3.20 ,3.30 ,3.18 ,0.02 
20220831,3.20 ,3.11 ,3.20 ,3.09 ,0.03 
20220830,3.11 ,3.10 ,3.15 ,3.05 ,(0.00)
20220829,3.11 ,3.07 ,3.13 ,3.07 ,0.03 
20220826,3.03 ,3.04 ,3.09 ,3.01 ,(0.00)
20220825,3.03 ,3.11 ,3.13 ,3.02 ,(0.03)
20220824,3.11 ,3.06 ,3.13 ,3.02 ,0.02 
20220823,3.06 ,3.03 ,3.08 ,2.98 ,0.01 
20220822,3.02 ,2.99 ,3.04 ,2.94 ,0.02 
20220819,2.98 ,2.88 ,3.00 ,2.88 ,0.03 
20220818,2.89 ,2.90 ,2.91 ,2.84 ,(0.01)
20220817,2.90 ,2.82 ,2.92 ,2.81 ,0.03 
20220816,2.81 ,2.78 ,2.87 ,2.77 ,0.01 
20220815,2.79 ,2.84 ,2.86 ,2.76 ,(0.02)
20220812,2.84 ,2.89 ,2.91 ,2.84 ,(0.02)
20220811,2.89 ,2.79 ,2.90 ,2.73 ,0.04 
20220810,2.79 ,2.79 ,2.82 ,2.67 ,0.00 
20220809,2.78 ,2.75 ,2.82 ,2.75 ,0.01 
20220808,2.75 ,2.83 ,2.85 ,2.74 ,(0.03)
20220805,2.83 ,2.68 ,2.87 ,2.67 ,0.05 
20220804,2.69 ,2.72 ,2.75 ,2.66 ,(0.00)
20220803,2.71 ,2.75 ,2.85 ,2.70 ,(0.02)
20220802,2.75 ,2.57 ,2.77 ,2.52 ,0.06 
20220801,2.59 ,2.67 ,2.70 ,2.58 ,(0.03)
20220729,2.66 ,2.68 ,2.73 ,2.62 ,(0.00)
20220728,2.67 ,2.76 ,2.83 ,2.65 ,(0.04)
20220727,2.79 ,2.80 ,2.82 ,2.72 ,(0.01)
20220726,2.80 ,2.80 ,2.81 ,2.71 ,(0.00)
20220725,2.81 ,2.78 ,2.85 ,2.77 ,0.02 
20220722,2.75 ,2.88 ,2.90 ,2.73 ,(0.04)
20220721,2.88 ,3.02 ,3.08 ,2.87 ,(0.05)
20220720,3.03 ,3.03 ,3.04 ,2.94 ,0.00 
20220719,3.03 ,2.99 ,3.04 ,2.96 ,0.01 
20220718,2.99 ,2.92 ,3.02 ,2.91 ,0.02 
20220715,2.93 ,2.96 ,2.97 ,2.90 ,(0.01)
20220714,2.96 ,2.94 ,3.03 ,2.91 ,0.01 
20220713,2.94 ,2.97 ,3.07 ,2.90 ,(0.01)
20220712,2.97 ,2.99 ,2.99 ,2.90 ,(0.01)
20220711,2.99 ,3.10 ,3.10 ,2.97 ,(0.03)
20220708,3.08 ,3.00 ,3.10 ,2.97 ,0.03 
20220707,3.00 ,2.93 ,3.02 ,2.90 ,0.02 
20220706,2.93 ,2.83 ,2.94 ,2.75 ,0.04 
20220705,2.82 ,2.93 ,2.98 ,2.78 ,(0.04)
20220704,2.93 ,2.93 ,2.93 ,2.93 ,0.01 
20220701,2.89 ,3.02 ,3.03 ,2.79 ,(0.04)
20220630,3.02 ,3.08 ,3.11 ,2.97 ,(0.02)
20220629,3.09 ,3.18 ,3.19 ,3.09 ,(0.03)
20220628,3.18 ,3.20 ,3.26 ,3.17 ,(0.01)
20220627,3.20 ,3.13 ,3.22 ,3.12 ,0.02 
20220624,3.14 ,3.08 ,3.14 ,3.04 ,0.02 
20220623,3.09 ,3.15 ,3.18 ,3.01 ,(0.02)
20220622,3.16 ,3.28 ,3.28 ,3.12 ,(0.04)
20220621,3.28 ,3.28 ,3.32 ,3.26 ,0.00 
20220620,3.28 ,3.28 ,3.28 ,3.28 ,0.01 
20220617,3.23 ,3.23 ,3.31 ,3.19 ,0.01 
20220616,3.20 ,3.30 ,3.50 ,3.18 ,(0.03)
20220615,3.29 ,3.45 ,3.46 ,3.28 ,(0.05)
20220614,3.48 ,3.38 ,3.50 ,3.27 ,0.03 
20220613,3.36 ,3.17 ,3.44 ,3.16 ,0.06 
20220610,3.17 ,3.06 ,3.18 ,2.99 ,0.04 
20220609,3.05 ,3.03 ,3.07 ,3.01 ,0.01 
20220608,3.03 ,2.99 ,3.04 ,2.98 ,0.02 
20220607,2.98 ,3.04 ,3.06 ,2.96 ,(0.02)
20220606,3.04 ,2.94 ,3.05 ,2.93 ,0.03 
20220603,2.94 ,2.92 ,2.99 ,2.91 ,0.01 
20220602,2.91 ,2.91 ,2.94 ,2.89 ,0.00 
20220601,2.91 ,2.86 ,2.95 ,2.83 ,0.02 
20220531,2.85 ,2.81 ,2.88 ,2.80 ,0.01 
20220530,2.81 ,2.82 ,2.82 ,2.81 ,0.02 
20220527,2.74 ,2.75 ,2.77 ,2.71 ,0.00 
20220526,2.74 ,2.74 ,2.80 ,2.71 ,(0.00)
20220525,2.75 ,2.76 ,2.78 ,2.71 ,(0.00)
20220524,2.75 ,2.84 ,2.86 ,2.72 ,(0.04)
20220523,2.86 ,2.81 ,2.87 ,2.80 ,0.03 
20220520,2.79 ,2.85 ,2.88 ,2.77 ,(0.02)
20220519,2.84 ,2.86 ,2.92 ,2.77 ,(0.02)
20220518,2.88 ,2.99 ,3.02 ,2.87 ,(0.04)
20220517,3.00 ,2.89 ,3.00 ,2.88 ,0.04 
20220516,2.89 ,2.94 ,2.95 ,2.85 ,(0.01)
20220513,2.93 ,2.86 ,2.94 ,2.85 ,0.03 
20220512,2.86 ,2.91 ,2.91 ,2.82 ,(0.02)
20220511,2.93 ,2.99 ,3.08 ,2.91 ,(0.02)
20220510,2.99 ,3.03 ,3.07 ,2.94 ,(0.01)
20220509,3.03 ,3.14 ,3.20 ,3.03 ,(0.03)
20220506,3.14 ,3.05 ,3.15 ,3.04 ,0.04 
20220505,3.04 ,2.96 ,3.11 ,2.93 ,0.03 
20220504,2.95 ,3.00 ,3.01 ,2.90 ,(0.01)
20220503,2.98 ,2.99 ,3.01 ,2.91 ,0.00 
20220502,2.98 ,2.93 ,3.01 ,2.91 ,0.01 
20220429,2.94 ,2.85 ,2.94 ,2.83 ,0.04 
20220428,2.83 ,2.83 ,2.89 ,2.80 ,0.00 
20220427,2.83 ,2.74 ,2.84 ,2.72 ,0.04 
20220426,2.73 ,2.82 ,2.87 ,2.72 ,(0.03)
20220425,2.82 ,2.89 ,2.90 ,2.76 ,(0.03)
20220422,2.91 ,2.93 ,2.97 ,2.86 ,(0.00)
20220421,2.91 ,2.84 ,2.95 ,2.84 ,0.03 
20220420,2.83 ,2.96 ,2.98 ,2.82 ,(0.04)
20220419,2.94 ,2.85 ,2.95 ,2.84 ,0.03 
20220418,2.86 ,2.85 ,2.88 ,2.81 ,0.01 
20220414,2.83 ,2.70 ,2.84 ,2.65 ,0.05 
20220413,2.70 ,2.73 ,2.79 ,2.65 ,(0.01)
20220412,2.73 ,2.80 ,2.84 ,2.67 ,(0.02)
20220411,2.77 ,2.72 ,2.79 ,2.71 ,0.03 
20220408,2.70 ,2.65 ,2.73 ,2.62 ,0.01 
20220407,2.67 ,2.59 ,2.67 ,2.56 ,0.03 
20220406,2.60 ,2.57 ,2.66 ,2.57 ,0.02 
20220405,2.55 ,2.39 ,2.57 ,2.38 ,0.07 
20220404,2.39 ,2.41 ,2.43 ,2.37 ,0.00 
20220401,2.39 ,2.35 ,2.46 ,2.35 ,0.02 
20220331,2.35 ,2.35 ,2.37 ,2.31 ,(0.01)
20220330,2.36 ,2.40 ,2.44 ,2.33 ,(0.02)
20220329,2.40 ,2.44 ,2.54 ,2.38 ,(0.03)
20220328,2.47 ,2.47 ,2.56 ,2.41 ,(0.01)
20220325,2.49 ,2.37 ,2.50 ,2.34 ,0.05 
20220324,2.37 ,2.31 ,2.40 ,2.30 ,0.04 
20220323,2.29 ,2.39 ,2.42 ,2.29 ,(0.04)
20220322,2.38 ,2.29 ,2.39 ,2.29 ,0.04 
20220321,2.30 ,2.15 ,2.32 ,2.15 ,0.07 
20220318,2.15 ,2.16 ,2.19 ,2.13 ,(0.01)
20220317,2.17 ,2.19 ,2.21 ,2.11 ,(0.01)
20220316,2.19 ,2.15 ,2.25 ,2.14 ,0.02 
20220315,2.15 ,2.14 ,2.17 ,2.08 ,0.00 
20220314,2.14 ,2.03 ,2.15 ,2.03 ,0.07 
20220311,2.00 ,1.99 ,2.02 ,1.96 ,0.00 
20220310,1.99 ,1.95 ,2.02 ,1.91 ,0.02 
20220309,1.95 ,1.87 ,1.96 ,1.84 ,0.06 
20220308,1.84 ,1.77 ,1.88 ,1.76 ,0.04 
20220307,1.78 ,1.68 ,1.81 ,1.67 ,0.02 
20220304,1.74 ,1.85 ,1.85 ,1.70 ,(0.06)
20220303,1.84 ,1.85 ,1.90 ,1.83 ,(0.02)
20220302,1.88 ,1.74 ,1.91 ,1.70 ,0.09 
20220301,1.72 ,1.84 ,1.87 ,1.68 ,(0.06)
20220228,1.82 ,1.89 ,1.93 ,1.82 ,(0.08)
20220225,1.97 ,1.97 ,2.02 ,1.93 ,0.00 
20220224,1.97 ,1.97 ,1.98 ,1.85 ,(0.01)
20220223,2.00 ,1.95 ,2.00 ,1.95 ,0.03 
20220222,1.94 ,1.88 ,1.96 ,1.85 ,0.04 
20220221,1.87 ,1.87 ,1.87 ,1.87 ,(0.03)
20220218,1.93 ,1.95 ,2.00 ,1.92 ,(0.02)
20220217,1.97 ,2.02 ,2.04 ,1.95 ,(0.04)
20220216,2.04 ,2.04 ,2.07 ,2.01 ,(0.00)
20220215,2.04 ,1.98 ,2.06 ,1.97 ,0.03 
20220214,1.99 ,1.97 ,2.03 ,1.90 ,0.04 
20220211,1.92 ,2.03 ,2.06 ,1.91 ,(0.06)
20220210,2.04 ,1.94 ,2.06 ,1.92 ,0.05 
20220209,1.95 ,1.95 ,1.96 ,1.91 ,(0.01)
20220208,1.97 ,1.92 ,1.97 ,1.92 ,0.02 
20220207,1.92 ,1.91 ,1.94 ,1.90 ,0.00 
20220204,1.92 ,1.83 ,1.94 ,1.81 ,0.04 
20220203,1.84 ,1.76 ,1.85 ,1.76 ,0.04 
20220202,1.77 ,1.80 ,1.81 ,1.74 ,(0.01)
20220201,1.80 ,1.79 ,1.82 ,1.74 ,0.01 
20220131,1.78 ,1.79 ,1.82 ,1.77 ,0.00 
20220128,1.78 ,1.81 ,1.85 ,1.77 ,(0.01)
20220127,1.80 ,1.85 ,1.86 ,1.78 ,(0.04)
20220126,1.87 ,1.78 ,1.88 ,1.77 ,0.05 
20220125,1.78 ,1.77 ,1.80 ,1.73 ,0.00 
20220124,1.78 ,1.77 ,1.79 ,1.71 ,0.00 
20220121,1.77 ,1.79 ,1.80 ,1.73 ,(0.02)
20220120,1.81 ,1.86 ,1.87 ,1.80 ,(0.02)
20220119,1.85 ,1.87 ,1.90 ,1.82 ,(0.01)
20220118,1.88 ,1.81 ,1.88 ,1.81 ,0.04 
20220117,1.81 ,1.81 ,1.81 ,1.81 ,0.01 
20220114,1.79 ,1.72 ,1.80 ,1.71 ,0.05 
20220113,1.70 ,1.75 ,1.76 ,1.69 ,(0.03)
20220112,1.75 ,1.74 ,1.75 ,1.71 ,0.00 
20220111,1.75 ,1.77 ,1.79 ,1.74 ,(0.01)
20220110,1.76 ,1.77 ,1.81 ,1.75 ,(0.01)
20220107,1.77 ,1.73 ,1.80 ,1.71 ,0.02 
20220106,1.73 ,1.70 ,1.75 ,1.69 ,0.02 
20220105,1.70 ,1.66 ,1.71 ,1.64 ,0.03 
20220104,1.65 ,1.62 ,1.69 ,1.61 ,0.01 
20220103,1.64 ,1.53 ,1.64 ,1.53 ,0.08 
20211231,1.51 ,1.51 ,1.53 ,1.49 ,0.00 
20211230,1.51 ,1.55 ,1.55 ,1.50 ,(0.03)
20211229,1.56 ,1.48 ,1.56 ,1.47 ,0.05 
20211228,1.48 ,1.48 ,1.49 ,1.46 ,0.00 
20211227,1.48 ,1.49 ,1.50 ,1.48 ,(0.01)
20211223,1.49 ,1.46 ,1.50 ,1.45 ,0.03 
20211222,1.45 ,1.45 ,1.49 ,1.45 ,(0.01)
20211221,1.47 ,1.42 ,1.50 ,1.41 ,0.03 
20211220,1.43 ,1.38 ,1.43 ,1.35 ,0.01 
20211217,1.41 ,1.42 ,1.43 ,1.37 ,(0.01)
20211216,1.42 ,1.46 ,1.48 ,1.41 ,(0.02)
20211215,1.46 ,1.44 ,1.48 ,1.42 ,0.01 
20211214,1.44 ,1.43 ,1.47 ,1.42 ,0.02 
20211213,1.41 ,1.49 ,1.51 ,1.41 ,(0.05)
20211210,1.48 ,1.50 ,1.52 ,1.45 ,(0.01)
20211209,1.50 ,1.52 ,1.54 ,1.47 ,(0.02)
20211208,1.53 ,1.47 ,1.54 ,1.43 ,0.03 
20211207,1.48 ,1.43 ,1.49 ,1.43 ,0.03 
20211206,1.43 ,1.38 ,1.44 ,1.37 ,0.06 
20211203,1.36 ,1.43 ,1.47 ,1.34 ,(0.06)
20211202,1.44 ,1.42 ,1.47 ,1.41 ,0.03 
20211201,1.40 ,1.48 ,1.51 ,1.40 ,(0.04)
20211130,1.46 ,1.51 ,1.52 ,1.41 ,(0.03)
20211129,1.50 ,1.53 ,1.57 ,1.50 ,0.01 
20211126,1.48 ,1.60 ,1.60 ,1.47 ,(0.07)
20211125,1.60 ,1.60 ,1.60 ,1.60 ,(0.03)
20211124,1.64 ,1.67 ,1.69 ,1.63 ,(0.02)
20211123,1.68 ,1.62 ,1.68 ,1.62 ,0.03 
20211122,1.63 ,1.56 ,1.63 ,1.55 ,0.05 
20211119,1.55 ,1.59 ,1.61 ,1.52 ,(0.02)
20211118,1.59 ,1.60 ,1.61 ,1.57 ,0.00 
20211117,1.59 ,1.64 ,1.65 ,1.58 ,(0.03)
20211116,1.64 ,1.62 ,1.65 ,1.59 ,0.01 
20211115,1.62 ,1.58 ,1.63 ,1.54 ,0.03 
20211112,1.57 ,1.58 ,1.59 ,1.54 ,(0.01)
20211111,1.58 ,1.59 ,1.59 ,1.58 ,0.01 
20211110,1.57 ,1.46 ,1.59 ,1.45 ,0.09 
20211109,1.44 ,1.49 ,1.49 ,1.42 ,(0.04)
20211108,1.49 ,1.46 ,1.50 ,1.46 ,0.03 
20211105,1.46 ,1.55 ,1.55 ,1.44 ,(0.05)
20211104,1.53 ,1.59 ,1.61 ,1.51 ,(0.05)
20211103,1.60 ,1.55 ,1.61 ,1.52 ,0.04 
20211102,1.55 ,1.57 ,1.57 ,1.53 ,(0.01)
20211101,1.56 ,1.58 ,1.61 ,1.55 ,0.00 
20211029,1.56 ,1.57 ,1.62 ,1.54 ,(0.01)
20211028,1.58 ,1.54 ,1.58 ,1.53 ,0.02 
20211027,1.55 ,1.62 ,1.63 ,1.52 ,(0.04)
20211026,1.61 ,1.64 ,1.65 ,1.61 ,(0.01)
20211025,1.63 ,1.65 ,1.67 ,1.62 ,(0.00)
20211022,1.64 ,1.69 ,1.70 ,1.63 ,(0.03)
20211021,1.70 ,1.67 ,1.71 ,1.64 ,0.02 
20211020,1.66 ,1.66 ,1.67 ,1.62 ,0.01 
20211019,1.64 ,1.59 ,1.65 ,1.57 ,0.03 
20211018,1.59 ,1.59 ,1.63 ,1.58 ,0.01 
20211015,1.57 ,1.52 ,1.58 ,1.52 ,0.04 
20211014,1.52 ,1.55 ,1.57 ,1.51 ,(0.02)
20211013,1.54 ,1.57 ,1.60 ,1.53 ,(0.02)
20211012,1.57 ,1.63 ,1.63 ,1.57 ,(0.03)
20211011,1.63 ,1.62 ,1.63 ,1.62 ,0.01 
20211008,1.61 ,1.59 ,1.62 ,1.56 ,0.02 
20211007,1.58 ,1.53 ,1.58 ,1.51 ,0.03 
20211006,1.53 ,1.54 ,1.57 ,1.51 ,0.00 
20211005,1.53 ,1.49 ,1.54 ,1.47 ,0.03 
20211004,1.48 ,1.46 ,1.51 ,1.45 ,0.01 
20211001,1.47 ,1.50 ,1.51 ,1.46 ,(0.02)
20210930,1.49 ,1.51 ,1.56 ,1.48 ,(0.02)
20210929,1.52 ,1.55 ,1.56 ,1.49 ,(0.01)
20210928,1.55 ,1.48 ,1.57 ,1.48 ,0.04 
20210927,1.49 ,1.47 ,1.52 ,1.44 ,0.03 
20210924,1.45 ,1.43 ,1.47 ,1.41 ,0.01 
20210923,1.44 ,1.31 ,1.44 ,1.31 ,0.10 
20210922,1.30 ,1.32 ,1.35 ,1.30 ,(0.02)
20210921,1.33 ,1.31 ,1.35 ,1.30 ,0.01 
20210920,1.31 ,1.36 ,1.37 ,1.30 ,(0.04)
20210917,1.36 ,1.34 ,1.39 ,1.33 ,0.02 
20210916,1.34 ,1.30 ,1.35 ,1.29 ,0.02 
20210915,1.30 ,1.29 ,1.32 ,1.26 ,0.02 
20210914,1.28 ,1.33 ,1.35 ,1.26 ,(0.03)
20210913,1.33 ,1.34 ,1.35 ,1.32 ,(0.01)
20210910,1.34 ,1.30 ,1.36 ,1.30 ,0.04 
20210909,1.30 ,1.34 ,1.35 ,1.29 ,(0.03)
20210908,1.34 ,1.37 ,1.38 ,1.33 ,(0.03)
20210907,1.38 ,1.34 ,1.39 ,1.34 ,0.03 
20210906,1.34 ,1.33 ,1.34 ,1.33 ,0.01 
20210903,1.33 ,1.29 ,1.34 ,1.27 ,0.03 
20210902,1.29 ,1.30 ,1.31 ,1.28 ,(0.01)
20210901,1.30 ,1.32 ,1.33 ,1.28 ,(0.01)
20210831,1.31 ,1.28 ,1.32 ,1.27 ,0.02 
20210830,1.28 ,1.31 ,1.32 ,1.28 ,(0.02)
20210827,1.31 ,1.35 ,1.36 ,1.30 ,(0.03)
20210826,1.35 ,1.34 ,1.38 ,1.33 ,0.00 
20210825,1.35 ,1.30 ,1.35 ,1.28 ,0.04 
20210824,1.30 ,1.26 ,1.30 ,1.26 ,0.03 
20210823,1.25 ,1.26 ,1.28 ,1.25 ,(0.00)
20210820,1.26 ,1.24 ,1.27 ,1.23 ,0.01 
20210819,1.24 ,1.26 ,1.27 ,1.22 ,(0.01)
20210818,1.26 ,1.26 ,1.30 ,1.26 ,(0.01)
20210817,1.27 ,1.26 ,1.27 ,1.22 ,(0.00)
20210816,1.27 ,1.29 ,1.29 ,1.22 ,(0.01)
20210813,1.28 ,1.36 ,1.36 ,1.28 ,(0.06)
20210812,1.36 ,1.35 ,1.38 ,1.33 ,0.02 
20210811,1.34 ,1.36 ,1.38 ,1.30 ,(0.01)
20210810,1.35 ,1.32 ,1.36 ,1.31 ,0.02 
20210809,1.33 ,1.30 ,1.33 ,1.27 ,0.02 
20210806,1.31 ,1.23 ,1.31 ,1.23 ,0.07 
20210805,1.23 ,1.19 ,1.23 ,1.17 ,0.04 
20210804,1.18 ,1.18 ,1.22 ,1.13 ,0.01 
20210803,1.17 ,1.18 ,1.20 ,1.15 ,(0.00)
20210802,1.18 ,1.24 ,1.25 ,1.15 ,(0.04)
20210730,1.23 ,1.26 ,1.26 ,1.22 ,(0.03)
20210729,1.27 ,1.24 ,1.28 ,1.23 ,0.02 
20210728,1.24 ,1.24 ,1.28 ,1.23 ,(0.00)
20210727,1.24 ,1.29 ,1.29 ,1.23 ,(0.04)
20210726,1.30 ,1.28 ,1.30 ,1.22 ,0.01 
20210723,1.28 ,1.27 ,1.31 ,1.27 ,0.00 
20210722,1.28 ,1.29 ,1.32 ,1.23 ,(0.01)
20210721,1.29 ,1.23 ,1.30 ,1.19 ,0.06 
20210720,1.22 ,1.21 ,1.23 ,1.13 ,0.02 
20210719,1.20 ,1.27 ,1.29 ,1.17 ,(0.08)
20210716,1.30 ,1.30 ,1.34 ,1.29 ,0.00 
20210715,1.30 ,1.35 ,1.35 ,1.29 ,(0.04)
20210714,1.35 ,1.42 ,1.42 ,1.35 ,(0.05)
20210713,1.42 ,1.37 ,1.42 ,1.34 ,0.04 
20210712,1.37 ,1.36 ,1.38 ,1.33 ,0.00 
20210709,1.36 ,1.31 ,1.36 ,1.31 ,0.05 
20210708,1.29 ,1.32 ,1.32 ,1.25 ,(0.02)
20210707,1.32 ,1.36 ,1.37 ,1.30 ,(0.02)
20210706,1.35 ,1.44 ,1.45 ,1.35 ,(0.06)
20210705,1.44 ,1.44 ,1.44 ,1.44 ,0.00 
20210702,1.43 ,1.47 ,1.47 ,1.43 ,(0.02)
20210701,1.46 ,1.47 ,1.49 ,1.45 ,(0.01)
20210630,1.47 ,1.48 ,1.49 ,1.44 ,(0.00)
20210629,1.48 ,1.48 ,1.51 ,1.47 ,(0.00)
20210628,1.48 ,1.53 ,1.53 ,1.47 ,(0.03)
20210625,1.52 ,1.49 ,1.54 ,1.48 ,0.02 
20210624,1.50 ,1.49 ,1.51 ,1.48 ,0.01 
20210623,1.49 ,1.47 ,1.50 ,1.46 ,0.01 
20210622,1.47 ,1.49 ,1.51 ,1.46 ,(0.02)
20210621,1.50 ,1.44 ,1.50 ,1.35 ,0.04 
20210618,1.44 ,1.52 ,1.52 ,1.44 ,(0.04)
